user_id,group,impression,click,purchase
321,B,1,1,0
322,B,1,0,0
323,B,1,0,0
324,A,1,0,0
325,B,1,0,0
326,B,1,0,0
327,B,1,0,0
328,B,1,0,0
329,A,1,0,0
330,A,1,0,0
331,A,1,0,0
332,B,1,0,0
333,A,1,0,0
334,A,1,0,0
335,A,1,0,0
336,A,1,0,0
337,B,1,0,0
338,B,1,0,0
339,A,1,0,0
340,A,1,0,0
341,A,1,1,0
342,A,1,0,0
343,A,1,0,0
344,A,1,0,0
345,A,1,0,0
346,B,1,0,0
347,B,1,0,0
348,A,1,0,0
349,A,1,0,0
350,B,1,0,0
351,B,1,0,0
352,B,1,0,0
353,B,1,1,1
354,A,1,0,0
355,A,1,1,1
356,B,1,0,0
357,A,1,0,0
358,B,1,0,0
359,B,1,0,0
360,B,1,0,0
361,A,1,0,0
362,B,1,0,0
363,A,1,0,0
364,B,1,0,0
365,B,1,0,0
366,A,1,0,0
367,B,1,0,0
368,B,1,0,0
369,A,1,0,0
370,A,1,0,0
371,A,1,0,0
372,A,1,0,0
373,A,1,0,0
374,B,1,0,0
375,A,1,0,0
376,A,1,0,0
377,B,1,1,0
378,A,1,0,0
379,B,1,0,0
380,A,1,0,0
381,A,1,0,0
382,B,1,0,0
383,B,1,0,0
384,B,1,1,0
385,B,1,0,0
386,B,1,0,0
387,A,1,0,0
388,A,1,0,0
389,B,1,0,0
390,B,1,0,0
391,B,1,0,0
392,A,1,0,0
393,A,1,0,0
394,B,1,0,0
395,A,1,0,0
396,B,1,0,0
397,B,1,0,0
398,A,1,0,0
399,B,1,0,0
400,B,1,0,0
401,A,1,0,0
402,B,1,0,0
403,B,1,0,0
404,B,1,0,0
405,A,1,0,0
406,B,1,0,0
407,A,1,0,0
408,A,1,0,0
409,B,1,0,0
410,A,1,0,0
411,A,1,0,0
412,B,1,1,0
413,B,1,0,0
414,B,1,0,0
415,B,1,0,0
416,A,1,0,0
417,A,1,0,0
418,A,1,0,0
419,B,1,0,0
420,B,1,0,0
421,B,1,0,0
422,B,1,0,0
423,A,1,0,0
424,A,1,0,0
425,A,1,0,0
426,B,1,0,0
427,A,1,0,0
428,B,1,0,0
429,A,1,0,0
430,A,1,0,0
431,A,1,0,0
432,B,1,0,0
433,B,1,0,0
434,A,1,0,0
435,A,1,0,0
436,B,1,0,0
437,A,1,0,0
438,B,1,0,0
439,B,1,0,0
440,A,1,0,0
441,A,1,0,0
442,B,1,0,0
443,A,1,0,0
444,A,1,0,0
445,B,1,0,0
446,B,1,0,0
447,B,1,0,0
448,B,1,0,0
449,A,1,0,0
450,A,1,1,0
451,B,1,0,0
452,B,1,0,0
453,A,1,0,0
454,B,1,0,0
455,A,1,0,0
456,A,1,0,0
457,A,1,0,0
458,A,1,0,0
459,A,1,0,0
460,A,1,0,0
461,A,1,0,0
462,B,1,0,0
463,B,1,0,0
464,B,1,0,0
465,B,1,0,0
466,A,1,0,0
467,A,1,0,0
468,B,1,0,0
469,A,1,0,0
470,B,1,0,0
471,A,1,0,0
472,B,1,0,0
473,A,1,0,0
474,B,1,0,0
475,B,1,0,0
476,B,1,0,0
477,A,1,0,0
478,B,1,0,0
479,B,1,0,0
480,B,1,0,0
481,B,1,0,0
482,B,1,0,0
483,A,1,0,0
484,B,1,0,0
485,B,1,0,0
486,B,1,0,0
487,A,1,0,0
488,A,1,0,0
489,B,1,0,0
490,B,1,0,0
491,A,1,0,0
492,B,1,0,0
493,A,1,0,0
494,A,1,0,0
495,A,1,0,0
496,A,1,0,0
497,B,1,0,0
498,A,1,0,0
499,B,1,0,0
500,B,1,0,0
501,B,1,0,0
502,B,1,0,0
503,A,1,0,0
504,B,1,0,0
505,B,1,0,0
506,A,1,0,0
507,B,1,0,0
508,B,1,0,0
509,B,1,0,0
510,B,1,0,0
511,B,1,0,0
512,A,1,0,0
513,B,1,0,0
514,B,1,0,0
515,A,1,0,0
516,A,1,0,0
517,A,1,0,0
518,B,1,0,0
519,B,1,0,0
520,A,1,0,0
521,B,1,0,0
522,A,1,0,0
523,B,1,0,0
524,B,1,0,0
525,B,1,0,0
526,A,1,0,0
527,A,1,0,0
528,A,1,0,0
529,A,1,0,0
530,B,1,0,0
531,B,1,0,0
532,B,1,0,0
533,B,1,0,0
534,B,1,0,0
535,B,1,0,0
536,B,1,0,0
537,B,1,0,0
538,A,1,0,0
539,A,1,0,0
540,A,1,0,0
541,B,1,0,0
542,B,1,0,0
543,A,1,0,0
544,B,1,0,0
545,B,1,0,0
546,A,1,0,0
547,A,1,0,0
548,B,1,0,0
549,B,1,0,0
550,B,1,0,0
551,B,1,0,0
552,B,1,0,0
553,B,1,0,0
554,B,1,0,0
555,B,1,0,0
556,A,1,1,0
557,A,1,0,0
558,A,1,0,0
559,B,1,0,0
560,B,1,0,0
561,B,1,0,0
562,A,1,0,0
563,A,1,0,0
564,A,1,0,0
565,A,1,0,0
566,B,1,0,0
567,A,1,0,0
568,A,1,0,0
569,B,1,0,0
570,A,1,0,0
571,B,1,0,0
572,B,1,0,0
573,A,1,0,0
574,B,1,0,0
575,B,1,0,0
576,B,1,0,0
577,A,1,0,0
578,B,1,0,0
579,A,1,0,0
580,A,1,0,0
581,A,1,0,0
582,B,1,0,0
583,A,1,0,0
584,A,1,0,0
585,B,1,0,0
586,A,1,0,0
587,A,1,0,0
588,A,1,0,0
589,A,1,0,0
590,A,1,0,0
591,A,1,0,0
592,B,1,0,0
593,A,1,0,0
594,A,1,0,0
595,B,1,0,0
596,A,1,0,0
597,B,1,0,0
598,A,1,0,0
599,A,1,0,0
600,A,1,0,0
601,A,1,0,0
602,A,1,0,0
603,A,1,0,0
604,A,1,1,0
605,A,1,0,0
606,A,1,0,0
607,A,1,0,0
608,A,1,0,0
609,B,1,0,0
610,B,1,0,0
611,A,1,0,0
612,B,1,0,0
613,B,1,0,0
614,A,1,0,0
615,B,1,0,0
616,B,1,0,0
617,A,1,0,0
618,A,1,0,0
619,B,1,0,0
620,B,1,0,0
621,A,1,0,0
622,A,1,0,0
623,A,1,0,0
624,A,1,0,0
625,B,1,0,0
626,A,1,0,0
627,A,1,0,0
628,B,1,0,0
629,A,1,0,0
630,A,1,0,0
631,B,1,0,0
632,B,1,0,0
633,B,1,0,0
634,B,1,0,0
635,A,1,0,0
636,A,1,0,0
637,B,1,0,0
638,A,1,0,0
639,A,1,1,0
640,A,1,0,0
641,A,1,0,0
642,A,1,0,0
643,A,1,1,0
644,A,1,0,0
645,A,1,0,0
646,B,1,0,0
647,B,1,0,0
648,B,1,0,0
649,B,1,0,0
650,A,1,0,0
651,A,1,0,0
652,B,1,0,0
653,B,1,0,0
654,B,1,0,0
655,A,1,0,0
656,A,1,0,0
657,A,1,1,0
658,A,1,0,0
659,B,1,0,0
660,B,1,0,0
661,A,1,0,0
662,B,1,1,0
663,B,1,0,0
664,A,1,0,0
665,A,1,0,0
666,A,1,0,0
667,A,1,0,0
668,A,1,1,0
669,A,1,0,0
670,A,1,0,0
671,A,1,0,0
672,B,1,1,0
673,A,1,0,0
674,B,1,0,0
675,A,1,0,0
676,B,1,0,0
677,A,1,0,0
678,A,1,0,0
679,B,1,0,0
680,B,1,0,0
681,B,1,0,0
682,A,1,0,0
683,A,1,0,0
684,B,1,0,0
685,B,1,0,0
686,B,1,0,0
687,B,1,0,0
688,A,1,0,0
689,B,1,0,0
690,A,1,0,0
691,A,1,0,0
692,A,1,0,0
693,B,1,0,0
694,A,1,0,0
695,A,1,0,0
696,B,1,0,0
697,A,1,0,0
698,B,1,0,0
699,A,1,0,0
700,A,1,0,0
701,B,1,0,0
702,A,1,0,0
703,A,1,1,0
704,A,1,0,0
705,A,1,0,0
706,B,1,0,0
707,A,1,0,0
708,B,1,0,0
709,A,1,0,0
710,B,1,0,0
711,B,1,0,0
712,B,1,0,0
713,A,1,0,0
714,A,1,0,0
715,A,1,0,0
716,B,1,0,0
717,B,1,0,0
718,B,1,0,0
719,A,1,0,0
720,B,1,0,0
721,B,1,0,0
722,A,1,0,0
723,A,1,0,0
724,B,1,0,0
725,B,1,0,0
726,B,1,0,0
727,A,1,0,0
728,B,1,0,0
729,A,1,0,0
730,A,1,1,0
731,A,1,0,0
732,B,1,0,0
733,B,1,0,0
734,B,1,1,0
735,A,1,0,0
736,B,1,0,0
737,A,1,0,0
738,B,1,0,0
739,A,1,0,0
740,A,1,0,0
741,A,1,0,0
742,A,1,0,0
743,B,1,0,0
744,B,1,0,0
745,A,1,0,0
746,B,1,0,0
747,A,1,0,0
748,B,1,0,0
749,B,1,0,0
750,B,1,0,0
751,A,1,0,0
752,B,1,0,0
753,B,1,0,0
754,A,1,0,0
755,A,1,0,0
756,B,1,0,0
757,B,1,0,0
758,B,1,0,0
759,B,1,0,0
760,B,1,0,0
761,A,1,0,0
762,A,1,0,0
763,A,1,0,0
764,B,1,0,0
765,A,1,0,0
766,B,1,1,1
767,B,1,0,0
768,B,1,0,0
769,A,1,0,0
770,B,1,0,0
771,A,1,0,0
772,B,1,0,0
773,A,1,0,0
774,A,1,0,0
775,B,1,0,0
776,A,1,0,0
777,A,1,0,0
778,B,1,0,0
779,B,1,0,0
780,B,1,0,0
781,B,1,0,0
782,B,1,0,0
783,A,1,0,0
784,A,1,0,0
785,A,1,0,0
786,B,1,0,0
787,B,1,0,0
788,A,1,0,0
789,A,1,0,0
790,B,1,0,0
791,A,1,0,0
792,B,1,0,0
793,B,1,0,0
794,B,1,0,0
795,A,1,0,0
796,B,1,0,0
797,B,1,0,0
798,B,1,0,0
799,B,1,0,0
800,B,1,0,0
801,B,1,0,0
802,A,1,0,0
803,B,1,0,0
804,B,1,0,0
805,A,1,1,0
806,B,1,0,0
807,B,1,0,0
808,B,1,0,0
809,A,1,0,0
810,A,1,0,0
811,B,1,0,0
812,B,1,0,0
813,A,1,0,0
814,B,1,0,0
815,B,1,0,0
816,B,1,0,0
817,B,1,0,0
818,A,1,0,0
819,A,1,0,0
820,A,1,0,0
821,B,1,0,0
822,A,1,0,0
823,A,1,0,0
824,A,1,0,0
825,B,1,0,0
826,B,1,0,0
827,A,1,0,0
828,A,1,0,0
829,B,1,0,0
830,A,1,0,0
831,A,1,0,0
832,A,1,0,0
833,A,1,0,0
834,A,1,0,0
835,A,1,0,0
836,A,1,0,0
837,B,1,0,0
838,A,1,0,0
839,B,1,0,0
840,B,1,0,0
841,A,1,0,0
842,B,1,0,0
843,A,1,0,0
844,B,1,0,0
845,A,1,0,0
846,A,1,1,0
847,A,1,0,0
848,B,1,0,0
849,B,1,0,0
850,B,1,0,0
851,A,1,0,0
852,B,1,0,0
853,A,1,0,0
854,B,1,0,0
855,A,1,0,0
856,A,1,0,0
857,A,1,1,0
858,A,1,1,1
859,B,1,0,0
860,A,1,0,0
861,B,1,0,0
862,A,1,0,0
863,B,1,0,0
864,A,1,0,0
865,A,1,0,0
866,B,1,0,0
867,A,1,0,0
868,A,1,0,0
869,B,1,0,0
870,B,1,0,0
871,A,1,0,0
872,A,1,0,0
873,B,1,0,0
874,A,1,1,0
875,A,1,0,0
876,A,1,0,0
877,B,1,0,0
878,B,1,1,0
879,A,1,0,0
880,A,1,0,0
881,A,1,0,0
882,B,1,0,0
883,A,1,0,0
884,A,1,0,0
885,B,1,0,0
886,A,1,0,0
887,B,1,0,0
888,A,1,0,0
889,A,1,0,0
890,A,1,1,1
891,B,1,0,0
892,B,1,0,0
893,B,1,0,0
894,A,1,0,0
895,B,1,0,0
896,A,1,0,0
897,A,1,0,0
898,B,1,0,0
899,A,1,0,0
900,A,1,0,0
901,A,1,0,0
902,A,1,0,0
903,A,1,0,0
904,B,1,0,0
905,A,1,0,0
906,B,1,0,0
907,B,1,0,0
908,A,1,0,0
909,A,1,0,0
910,A,1,0,0
911,B,1,0,0
912,A,1,0,0
913,B,1,0,0
914,A,1,0,0
915,B,1,0,0
916,A,1,0,0
917,A,1,0,0
918,B,1,0,0
919,B,1,0,0
920,A,1,0,0
921,B,1,0,0
922,A,1,0,0
923,B,1,0,0
924,B,1,0,0
925,A,1,0,0
926,A,1,0,0
927,A,1,0,0
928,B,1,0,0
929,B,1,0,0
930,A,1,0,0
931,A,1,0,0
932,B,1,0,0
933,B,1,0,0
934,B,1,0,0
935,A,1,0,0
936,A,1,0,0
937,A,1,0,0
938,B,1,0,0
939,A,1,0,0
940,B,1,0,0
941,A,1,0,0
942,B,1,1,0
943,B,1,0,0
944,B,1,0,0
945,A,1,0,0
946,A,1,0,0
947,A,1,0,0
948,B,1,0,0
949,B,1,0,0
950,B,1,0,0
951,B,1,0,0
952,B,1,0,0
953,A,1,0,0
954,B,1,0,0
955,A,1,0,0
956,A,1,0,0
957,B,1,0,0
958,A,1,0,0
959,A,1,0,0
960,B,1,0,0
961,A,1,0,0
962,B,1,0,0
963,A,1,0,0
964,A,1,0,0
965,A,1,0,0
966,A,1,0,0
967,B,1,0,0
968,A,1,0,0
969,B,1,0,0
970,A,1,0,0
971,B,1,0,0
972,B,1,0,0
973,B,1,0,0
974,A,1,0,0
975,A,1,0,0
976,A,1,1,0
977,B,1,0,0
978,A,1,0,0
979,A,1,0,0
980,B,1,0,0
981,A,1,0,0
982,B,1,0,0
983,A,1,0,0
984,A,1,0,0
985,B,1,0,0
986,A,1,0,0
987,B,1,1,1
988,A,1,0,0
989,A,1,0,0
990,B,1,1,0
991,B,1,0,0
992,B,1,0,0
993,A,1,0,0
994,B,1,0,0
995,A,1,0,0
996,A,1,0,0
997,B,1,0,0
998,A,1,0,0
999,B,1,0,0
1000,A,1,0,0
1001,A,1,0,0
1002,B,1,0,0
1003,B,1,0,0
1004,B,1,0,0
1005,B,1,0,0
1006,B,1,0,0
1007,B,1,0,0
1008,B,1,0,0
1009,A,1,0,0
1010,A,1,0,0
1011,A,1,0,0
1012,B,1,0,0
1013,B,1,0,0
1014,A,1,0,0
1015,B,1,0,0
1016,B,1,0,0
1017,A,1,1,0
1018,B,1,0,0
1019,B,1,0,0
1020,A,1,0,0
1021,B,1,0,0
1022,A,1,0,0
1023,B,1,0,0
1024,B,1,0,0
1025,B,1,0,0
1026,A,1,0,0
1027,B,1,0,0
1028,B,1,0,0
1029,A,1,0,0
1030,B,1,0,0
1031,A,1,0,0
1032,B,1,0,0
1033,A,1,0,0
1034,A,1,0,0
1035,A,1,0,0
1036,B,1,0,0
1037,A,1,0,0
1038,B,1,0,0
1039,A,1,0,0
1040,A,1,0,0
1041,B,1,0,0
1042,B,1,0,0
1043,A,1,0,0
1044,B,1,0,0
1045,B,1,0,0
1046,B,1,0,0
1047,A,1,0,0
1048,A,1,0,0
1049,B,1,0,0
1050,A,1,0,0
1051,B,1,0,0
1052,B,1,0,0
1053,B,1,0,0
1054,B,1,0,0
1055,B,1,0,0
1056,A,1,0,0
1057,B,1,0,0
1058,A,1,1,1
1059,A,1,1,0
1060,B,1,0,0
1061,B,1,0,0
1062,B,1,0,0
1063,B,1,1,1
1064,A,1,0,0
1065,A,1,0,0
1066,B,1,0,0
1067,A,1,0,0
1068,A,1,0,0
1069,A,1,0,0
1070,A,1,0,0
1071,A,1,0,0
1072,A,1,0,0
1073,A,1,0,0
1074,A,1,0,0
1075,B,1,0,0
1076,A,1,1,0
1077,A,1,0,0
1078,B,1,0,0
1079,A,1,0,0
1080,B,1,0,0
1081,B,1,0,0
1082,A,1,0,0
1083,A,1,0,0
1084,B,1,0,0
1085,B,1,0,0
1086,A,1,0,0
1087,B,1,0,0
1088,A,1,0,0
1089,B,1,0,0
1090,A,1,0,0
1091,B,1,0,0
1092,B,1,0,0
1093,B,1,0,0
1094,B,1,1,0
1095,A,1,0,0
1096,A,1,1,0
1097,A,1,0,0
1098,A,1,0,0
1099,B,1,1,1
1100,A,1,0,0
1101,A,1,0,0
1102,B,1,0,0
1103,B,1,0,0
1104,B,1,0,0
1105,B,1,0,0
1106,A,1,0,0
1107,A,1,0,0
1108,B,1,0,0
1109,B,1,0,0
1110,A,1,0,0
1111,B,1,0,0
1112,A,1,0,0
1113,A,1,0,0
1114,B,1,0,0
1115,B,1,0,0
1116,B,1,0,0
1117,A,1,0,0
1118,B,1,0,0
1119,A,1,0,0
1120,A,1,0,0
1121,B,1,0,0
1122,B,1,0,0
1123,B,1,0,0
1124,B,1,0,0
1125,B,1,0,0
1126,B,1,0,0
1127,A,1,0,0
1128,A,1,0,0
1129,A,1,0,0
1130,A,1,0,0
1131,B,1,0,0
1132,A,1,0,0
1133,A,1,0,0
1134,A,1,0,0
1135,B,1,0,0
1136,A,1,0,0
1137,B,1,0,0
1138,A,1,0,0
1139,A,1,0,0
1140,B,1,0,0
1141,B,1,0,0
1142,A,1,0,0
1143,B,1,0,0
1144,B,1,0,0
1145,A,1,0,0
1146,B,1,0,0
1147,B,1,0,0
1148,B,1,0,0
1149,B,1,0,0
1150,B,1,0,0
1151,B,1,0,0
1152,B,1,1,0
1153,B,1,1,1
1154,B,1,0,0
1155,B,1,0,0
1156,B,1,0,0
1157,A,1,0,0
1158,B,1,0,0
1159,B,1,0,0
1160,A,1,0,0
1161,B,1,0,0
1162,A,1,0,0
1163,A,1,0,0
1164,B,1,0,0
1165,A,1,0,0
1166,B,1,0,0
1167,B,1,0,0
1168,B,1,0,0
1169,A,1,0,0
1170,A,1,0,0
1171,B,1,0,0
1172,B,1,0,0
1173,B,1,0,0
1174,A,1,0,0
1175,B,1,0,0
1176,B,1,0,0
1177,B,1,0,0
1178,A,1,0,0
1179,B,1,0,0
1180,B,1,0,0
1181,B,1,0,0
1182,A,1,0,0
1183,B,1,0,0
1184,B,1,0,0
1185,A,1,0,0
1186,B,1,1,0
1187,B,1,0,0
1188,A,1,0,0
1189,A,1,0,0
1190,B,1,0,0
1191,A,1,0,0
1192,B,1,0,0
1193,A,1,0,0
1194,B,1,0,0
1195,A,1,0,0
1196,B,1,0,0
1197,B,1,0,0
1198,B,1,0,0
1199,B,1,0,0
1200,A,1,0,0
1201,B,1,0,0
1202,A,1,0,0
1203,A,1,0,0
1204,A,1,0,0
1205,A,1,0,0
1206,B,1,0,0
1207,B,1,0,0
1208,A,1,0,0
1209,A,1,0,0
1210,B,1,0,0
1211,A,1,0,0
1212,A,1,0,0
1213,A,1,0,0
1214,B,1,0,0
1215,B,1,0,0
1216,A,1,0,0
1217,A,1,0,0
1218,B,1,0,0
1219,B,1,0,0
1220,A,1,0,0
1221,B,1,0,0
1222,A,1,1,0
1223,A,1,0,0
1224,B,1,0,0
1225,A,1,0,0
1226,B,1,0,0
1227,A,1,0,0
1228,A,1,0,0
1229,B,1,0,0
1230,A,1,0,0
1231,B,1,0,0
1232,A,1,0,0
1233,A,1,0,0
1234,A,1,0,0
1235,B,1,0,0
1236,A,1,0,0
1237,B,1,0,0
1238,A,1,0,0
1239,B,1,0,0
1240,A,1,0,0
1241,B,1,0,0
1242,B,1,0,0
1243,B,1,0,0
1244,B,1,0,0
1245,B,1,0,0
1246,B,1,0,0
1247,A,1,0,0
1248,A,1,0,0
1249,B,1,0,0
1250,B,1,0,0
1251,B,1,1,0
1252,A,1,0,0
1253,A,1,0,0
1254,A,1,0,0
1255,B,1,0,0
1256,A,1,0,0
1257,A,1,0,0
1258,A,1,0,0
1259,A,1,0,0
1260,B,1,0,0
1261,A,1,0,0
1262,B,1,1,1
1263,A,1,0,0
1264,A,1,0,0
1265,A,1,0,0
1266,A,1,0,0
1267,A,1,0,0
1268,A,1,0,0
1269,B,1,0,0
1270,A,1,0,0
1271,B,1,0,0
1272,B,1,0,0
1273,B,1,0,0
1274,A,1,0,0
1275,A,1,0,0
1276,A,1,0,0
1277,A,1,0,0
1278,B,1,0,0
1279,A,1,0,0
1280,A,1,0,0
1281,B,1,0,0
1282,B,1,0,0
1283,B,1,0,0
1284,A,1,0,0
1285,A,1,0,0
1286,B,1,0,0
1287,A,1,0,0
1288,A,1,0,0
1289,A,1,0,0
1290,A,1,0,0
1291,A,1,0,0
1292,A,1,0,0
1293,B,1,0,0
1294,B,1,0,0
1295,B,1,0,0
1296,A,1,0,0
1297,A,1,0,0
1298,A,1,0,0
1299,B,1,0,0
1300,B,1,0,0
1301,A,1,0,0
1302,B,1,0,0
1303,A,1,0,0
1304,B,1,0,0
1305,B,1,0,0
1306,B,1,0,0
1307,B,1,0,0
1308,B,1,0,0
1309,A,1,0,0
1310,B,1,0,0
1311,A,1,0,0
1312,B,1,0,0
1313,B,1,0,0
1314,B,1,0,0
1315,A,1,0,0
1316,B,1,0,0
1317,B,1,0,0
1318,B,1,0,0
1319,A,1,0,0
1320,A,1,0,0
1321,A,1,0,0
1322,A,1,0,0
1323,B,1,0,0
1324,A,1,1,0
1325,B,1,0,0
1326,A,1,0,0
1327,A,1,0,0
1328,B,1,0,0
1329,B,1,1,0
1330,A,1,0,0
1331,B,1,0,0
1332,B,1,0,0
1333,A,1,0,0
1334,B,1,0,0
1335,B,1,0,0
1336,B,1,0,0
1337,A,1,0,0
1338,B,1,0,0
1339,A,1,0,0
1340,A,1,0,0
1341,A,1,0,0
1342,A,1,0,0
1343,B,1,0,0
1344,B,1,0,0
1345,B,1,0,0
1346,A,1,0,0
1347,A,1,0,0
1348,A,1,0,0
1349,B,1,0,0
1350,A,1,0,0
1351,B,1,0,0
1352,B,1,0,0
1353,A,1,0,0
1354,B,1,0,0
1355,A,1,0,0
1356,B,1,0,0
1357,B,1,0,0
1358,A,1,0,0
1359,A,1,0,0
1360,B,1,0,0
